Term,LoanStatus,EstimatedEffectiveYield,EstimatedReturn,ProsperRatingAlpha,ProsperScore,BorrowerState,Occupation,EmploymentStatus,FirstRecordedCreditLine,CurrentCreditLines,TotalCreditLinespast7years,CurrentDelinquencies,DelinquenciesLast7Years,IncomeRange,LoanOriginationQuarter,DebtToIncomeRatio,LoanOriginalAmount,semester,year
60,Completed,0.1385,0.1005,A,8,FL,Doctor,Employed,1996-12-06,6.0,16.0,0.0,0.0,"$100,000+",Q3 2011,0.06,10170,Q3,2011
36,Completed,-0.0006,-0.0006,HR,5,AK,Professional,Full-time,1994-06-07,7.0,16.0,0.0,0.0,"$75,000-99,999",Q1 2010,0.04,1500,Q1,2010
36,Completed,0.1399,0.1399,HR,5,OH,Police Officer/Correction Officer,Full-time,1986-08-07,4.0,15.0,1.0,2.0,"$50,000-74,999",Q4 2009,0.09,1500,Q4,2009
60,Chargedoff,0.0956,0.0782,AA,9,CA,Other,Employed,1998-12-24,2.0,12.0,1.0,5.0,"$25,000-49,999",Q4 2012,0.13,10000,Q4,2012
36,Completed,0.1698,0.1698,D,9,TX,Teacher,Employed,1979-12-07,6.0,16.0,0.0,3.0,"$25,000-49,999",Q4 2010,0.14,2500,Q4,2010
36,Chargedoff,0.115,0.077,A,8,MO,Tradesman - Mechanic,Employed,1998-09-14,6.0,18.0,0.0,0.0,"$50,000-74,999",Q4 2011,0.21,5000,Q4,2011
60,Completed,0.2701,0.1511,D,5,CO,Other,Employed,1992-11-03,9.0,27.0,0.0,0.0,"$75,000-99,999",Q3 2012,0.39,9500,Q3,2012
36,Completed,0.0608,0.0608,A,9,TX,Professional,Full-time,2002-08-19,5.0,11.0,0.0,0.0,"$25,000-49,999",Q2 2010,0.07,3000,Q2,2010
60,Completed,0.195,0.1385,B,8,HI,Retail Management,Employed,1967-08-01,12.0,19.0,0.0,0.0,"$25,000-49,999",Q2 2012,0.35,7000,Q2,2012
36,Completed,0.1196,0.1196,C,10,OH,Professional,Full-time,1971-11-02,12.0,32.0,1.0,44.0,"$50,000-74,999",Q3 2010,0.18,1000,Q3,2010
36,Completed,0.1762,0.1762,B,8,TX,Social Worker,Employed,2002-08-14,8.0,13.0,0.0,0.0,"$25,000-49,999",Q4 2010,0.23,15000,Q4,2010
36,Completed,0.0662,0.0662,A,9,MA,Executive,Employed,1991-09-05,13.0,29.0,0.0,0.0,"$100,000+",Q3 2010,0.08,10000,Q3,2010
36,Completed,0.055,0.055,AA,10,UT,Student - College Senior,Part-time,1993-06-25,3.0,12.0,0.0,0.0,"$1-24,999",Q3 2010,0.24,1000,Q3,2010
36,Completed,0.2534,0.1414,D,6,NJ,Retail Management,Employed,2001-08-22,13.0,17.0,0.0,0.0,"$50,000-74,999",Q3 2011,0.27,12000,Q3,2011
36,Completed,0.1049,0.1049,C,6,IL,Teacher,Full-time,1997-09-27,8.0,41.0,0.0,0.0,"$50,000-74,999",Q3 2009,0.21,10000,Q3,2009
36,Completed,0.0739,0.0565,AA,8,GA,Engineer - Mechanical,Employed,1991-08-01,20.0,43.0,0.0,0.0,"$100,000+",Q3 2012,0.15,6000,Q3,2012
36,Completed,0.1166,0.0836,A,8,CA,Police Officer/Correction Officer,Employed,2005-07-14,3.0,4.0,0.0,0.0,"$100,000+",Q2 2012,0.05,12500,Q2,2012
36,Past Due (1-15 days),0.1452,0.0878,B,4,MO,Teacher,Employed,1997-06-18,9.0,24.0,0.0,0.0,"$50,000-74,999",Q2 2013,0.33,15000,Q2,2013
36,Completed,0.1495,0.09,B,8,OR,Skilled Labor,Employed,1981-09-01,4.0,22.0,0.0,18.0,"$1-24,999",Q1 2012,0.18,2000,Q1,2012
36,Chargedoff,0.2243,0.1243,D,4,OH,Nurse (LPN),Full-time,1991-12-01,10.0,44.0,4.0,15.0,"$25,000-49,999",Q3 2011,0.37,2200,Q3,2011
36,Completed,0.2671,0.1371,E,2,CA,Professional,Employed,1995-09-18,13.0,32.0,0.0,0.0,"$100,000+",Q2 2011,0.29,7500,Q2,2011
36,Completed,0.0754,0.0604,AA,10,CA,Analyst,Employed,2000-07-11,6.0,18.0,0.0,1.0,"$75,000-99,999",Q4 2011,0.06,7900,Q4,2011
12,Completed,0.04,0.0245,AA,10,VA,Computer Programmer,Employed,1987-11-20,3.0,12.0,0.0,0.0,"$100,000+",Q1 2011,0.04,5000,Q1,2011
36,Past Due (16-30 days),0.2896,0.1271,HR,6,OH,Other,Other,1997-08-07,7.0,15.0,0.0,18.0,"$1-24,999",Q3 2012,0.18,4000,Q3,2012
36,Completed,0.0772,0.0772,B,8,TN,Accountant/CPA,Employed,1980-06-01,15.0,31.0,0.0,3.0,"$25,000-49,999",Q4 2010,0.13,7500,Q4,2010
36,Completed,0.2437,0.1357,D,7,OH,Laborer,Employed,1996-04-03,14.0,23.0,0.0,1.0,"$25,000-49,999",Q2 2011,0.2,3000,Q2,2011
12,Completed,0.234,0.122,D,7,CA,Psychologist,Employed,1986-07-08,1.0,47.0,0.0,34.0,"$100,000+",Q3 2011,0.05,4500,Q3,2011
36,Completed,0.0722,0.0722,A,9,OK,Food Service Management,Full-time,1986-03-05,14.0,32.0,0.0,0.0,"$25,000-49,999",Q3 2009,0.26,10000,Q3,2009
36,Completed,0.2134,0.1144,D,6,NY,Professional,Employed,1992-11-01,14.0,34.0,0.0,1.0,"$100,000+",Q2 2012,0.17,15000,Q2,2012
36,Completed,0.2896,0.1246,HR,5,IN,Administrative Assistant,Employed,1997-10-04,16.0,61.0,0.0,16.0,"$100,000+",Q1 2012,0.19,4000,Q1,2012
36,Completed,0.2896,0.1246,HR,5,MD,Other,Employed,1996-03-22,6.0,17.0,1.0,0.0,"$50,000-74,999",Q3 2012,0.18,4000,Q3,2012
36,Completed,0.2896,0.1246,HR,4,PA,Engineer - Mechanical,Employed,1999-12-06,6.0,16.0,0.0,0.0,"$25,000-49,999",Q3 2012,0.22,4000,Q3,2012
36,Completed,0.276,0.1185,HR,3,CA,Retail Management,Employed,2005-12-14,8.0,14.0,0.0,9.0,"$25,000-49,999",Q1 2013,0.65,2000,Q1,2013
36,Completed,0.0695,0.0695,AA,6,IN,Professional,Full-time,1994-06-01,15.0,45.0,0.0,0.0,"$75,000-99,999",Q4 2009,0.34,25000,Q4,2009
60,Completed,0.1619,0.102,B,3,MA,Other,Employed,1979-01-01,7.0,39.0,0.0,25.0,"$25,000-49,999",Q2 2013,0.17,8500,Q2,2013
36,Completed,0.1504,0.1504,D,6,IL,Computer Programmer,Full-time,1998-06-26,14.0,23.0,0.0,0.0,"$75,000-99,999",Q3 2010,0.25,6500,Q3,2010
36,Completed,0.0729,0.0729,B,8,VA,Civil Service,Full-time,1997-01-01,8.0,29.0,0.0,0.0,"$100,000+",Q2 2010,0.22,2500,Q2,2010
60,Completed,0.1766,0.1292,B,8,WA,Professional,Employed,1993-10-29,21.0,56.0,0.0,0.0,"$100,000+",Q3 2012,0.21,17500,Q3,2012
12,Completed,0.0958,0.0484,B,4,OH,Computer Programmer,Employed,2008-03-19,15.0,25.0,0.0,0.0,"$75,000-99,999",Q1 2013,0.28,4981,Q1,2013
36,Completed,0.2799,0.1124,HR,4,OH,Biologist,Employed,2005-08-04,7.0,15.0,0.0,0.0,"$50,000-74,999",Q4 2012,0.25,2000,Q4,2012
36,Past Due (1-15 days),0.2896,0.1246,HR,5,KY,Executive,Employed,1986-07-31,16.0,77.0,0.0,17.0,"$25,000-49,999",Q2 2012,0.34,4000,Q2,2012
36,Completed,0.0555,0.04,AA,10,WV,Teacher,Employed,2000-04-28,8.0,22.0,0.0,0.0,"$25,000-49,999",Q1 2011,0.09,2500,Q1,2011
36,Completed,0.2848,0.1018,HR,4,TX,Professional,Employed,2001-12-19,14.0,37.0,0.0,0.0,"$75,000-99,999",Q2 2011,0.35,3000,Q2,2011
36,Completed,0.2291,0.1166,D,7,PA,Professional,Employed,1993-10-06,4.0,49.0,17.0,6.0,"$50,000-74,999",Q3 2012,0.22,9000,Q3,2012
36,Completed,0.0727,0.0727,A,9,IL,Other,Full-time,1995-04-01,9.0,26.0,0.0,0.0,"$25,000-49,999",Q4 2009,0.12,5000,Q4,2009
36,Chargedoff,0.2134,0.1144,D,3,NJ,Administrative Assistant,Full-time,2004-04-28,9.0,15.0,0.0,0.0,"$1-24,999",Q2 2012,0.45,2000,Q2,2012
60,Chargedoff,0.252,0.1495,D,6,NC,Professional,Employed,1993-04-01,8.0,17.0,0.0,0.0,"$25,000-49,999",Q3 2012,0.26,11500,Q3,2012
36,Completed,0.1243,0.1243,D,7,AL,Religious,Full-time,2005-10-25,5.0,9.0,0.0,0.0,"$25,000-49,999",Q1 2010,0.28,3500,Q1,2010
36,Chargedoff,0.2534,0.1414,D,6,CA,Engineer - Electrical,Employed,1999-07-05,7.0,16.0,0.0,0.0,"$100,000+",Q3 2011,0.13,10000,Q3,2011
36,Completed,0.0728,0.0403,A,9,VA,Accountant/CPA,Employed,1995-10-03,9.0,44.0,0.0,9.0,"$50,000-74,999",Q1 2011,0.05,7500,Q1,2011
36,Chargedoff,0.2896,0.1246,HR,5,CA,Construction,Employed,2005-05-09,6.0,6.0,0.0,0.0,"$50,000-74,999",Q2 2012,0.07,4000,Q2,2012
36,Past Due (16-30 days),0.1337,0.0838,B,5,FL,Analyst,Employed,1999-12-20,17.0,40.0,0.0,0.0,"$50,000-74,999",Q1 2013,0.34,15000,Q1,2013
60,Completed,0.2274,0.1199,D,3,FL,Other,Employed,1992-11-27,9.0,21.0,0.0,0.0,"$25,000-49,999",Q2 2013,0.24,8000,Q2,2013
36,Past Due (31-60 days),0.1026,0.0766,A,8,TN,Sales - Commission,Full-time,1995-08-28,14.0,45.0,0.0,0.0,"$100,000+",Q3 2011,0.17,13000,Q3,2011
36,Completed,0.055,0.055,AA,10,MT,Other,Full-time,1992-01-31,4.0,6.0,0.0,0.0,"$25,000-49,999",Q1 2010,0.06,2500,Q1,2010
36,Chargedoff,0.1043,0.1043,A,9,CA,Professional,Full-time,1990-09-19,19.0,36.0,0.0,0.0,"$100,000+",Q3 2009,0.29,4500,Q3,2009
36,Past Due (1-15 days),0.1879,0.1029,C,4,IL,Other,Employed,1992-05-01,7.0,31.0,0.0,15.0,"$25,000-49,999",Q1 2012,0.17,3000,Q1,2012
12,Completed,0.0508,0.0178,A,10,CA,Computer Programmer,Employed,2001-07-03,5.0,9.0,0.0,0.0,"$75,000-99,999",Q2 2012,0.09,2000,Q2,2012
36,Completed,0.1669,0.1074,B,8,TX,Other,Employed,1988-09-30,3.0,21.0,2.0,15.0,"$25,000-49,999",Q3 2011,0.2,5000,Q3,2011
36,Completed,0.0772,0.0772,B,8,VA,Computer Programmer,Employed,1989-10-26,16.0,36.0,0.0,0.0,"$100,000+",Q4 2010,0.27,15000,Q4,2010
36,Past Due (16-30 days),0.2896,0.1271,HR,4,GA,Professional,Employed,1996-11-14,7.0,22.0,0.0,0.0,"$50,000-74,999",Q3 2012,0.22,4000,Q3,2012
60,Completed,0.2312,0.1422,C,6,MA,Retail Management,Employed,1996-02-28,33.0,58.0,0.0,0.0,"$50,000-74,999",Q1 2012,0.62,15000,Q1,2012
36,Completed,0.2534,0.1414,D,6,MA,Other,Employed,1982-06-01,6.0,45.0,0.0,49.0,"$1-24,999",Q3 2011,0.15,2500,Q3,2011
36,Completed,0.2896,0.1246,HR,5,GA,Professor,Employed,1996-01-18,10.0,46.0,0.0,5.0,"$50,000-74,999",Q1 2012,0.19,4000,Q1,2012
36,Defaulted,0.0772,0.0772,B,8,RI,Engineer - Mechanical,Employed,1980-04-02,10.0,20.0,0.0,0.0,"$50,000-74,999",Q4 2010,0.16,7500,Q4,2010
60,Completed,0.213,0.1281,C,2,VA,Other,Employed,2002-07-29,11.0,29.0,1.0,0.0,"$75,000-99,999",Q1 2013,0.32,12000,Q1,2013
36,Past Due (91-120 days),0.2534,0.1414,D,5,TX,Retail Management,Employed,2007-02-17,6.0,6.0,0.0,0.0,"$25,000-49,999",Q3 2011,0.22,8000,Q3,2011
36,Completed,0.2048,0.1068,D,6,IN,Engineer - Mechanical,Employed,2005-02-11,7.0,18.0,0.0,0.0,"$50,000-74,999",Q1 2011,0.25,7500,Q1,2011
36,Past Due (1-15 days),0.2896,0.1246,HR,5,OK,Skilled Labor,Employed,1999-05-06,6.0,33.0,1.0,73.0,"$50,000-74,999",Q2 2012,0.2,4000,Q2,2012
60,Completed,0.1988,0.1389,B,8,WA,Computer Programmer,Employed,2003-04-25,10.0,13.0,0.0,0.0,"$100,000+",Q4 2012,0.06,2000,Q4,2012
36,Completed,0.2799,0.1174,HR,5,NJ,Executive,Employed,1994-12-11,18.0,34.0,0.0,0.0,"$100,000+",Q4 2012,0.14,4000,Q4,2012
36,Completed,0.1639,0.1074,B,8,NH,Sales - Retail,Employed,1993-08-25,5.0,39.0,0.0,15.0,"$25,000-49,999",Q2 2012,0.1,2500,Q2,2012
36,Completed,0.1639,0.1074,B,8,WV,Doctor,Employed,1996-08-24,29.0,47.0,0.0,0.0,"$100,000+",Q2 2012,0.19,7500,Q2,2012
36,Completed,0.1088,0.1088,HR,5,AR,Waiter/Waitress,Full-time,2007-07-12,5.0,6.0,0.0,0.0,"$25,000-49,999",Q3 2010,0.25,1600,Q3,2010
36,Chargedoff,0.2896,0.1246,HR,5,MD,Other,Other,1992-05-14,15.0,33.0,1.0,11.0,"$25,000-49,999",Q1 2012,0.36,4000,Q1,2012
36,Past Due (1-15 days),0.1873,0.0999,C,4,NY,Other,Employed,2006-10-19,8.0,11.0,0.0,4.0,"$75,000-99,999",Q2 2013,0.15,15000,Q2,2013
36,Completed,0.0772,0.0772,B,8,AL,Food Service,Full-time,1994-03-19,11.0,22.0,0.0,0.0,"$1-24,999",Q4 2010,0.31,8000,Q4,2010
60,Past Due (1-15 days),0.2519,0.1244,E,6,GA,Police Officer/Correction Officer,Employed,1971-07-01,3.0,31.0,17.0,36.0,"$75,000-99,999",Q2 2013,0.05,4000,Q2,2013
36,Completed,0.2093,0.2093,C,8,OH,Chemist,Full-time,2001-02-16,15.0,27.0,0.0,0.0,"$75,000-99,999",Q1 2010,0.28,9500,Q1,2010
60,Chargedoff,0.2278,0.1479,C,8,NV,Doctor,Employed,1988-09-07,12.0,19.0,0.0,0.0,"$100,000+",Q3 2012,0.05,25000,Q3,2012
36,Completed,0.1673,0.1673,E,9,WA,Other,Retired,1993-05-19,13.0,29.0,0.0,0.0,"$25,000-49,999",Q4 2009,0.23,1500,Q4,2009
36,Completed,0.0897,0.0517,A,8,CA,Professional,Employed,1976-06-02,21.0,48.0,0.0,0.0,"$100,000+",Q1 2012,0.24,6000,Q1,2012
36,Chargedoff,0.2064,0.1039,D,4,CA,Other,Employed,1998-04-28,8.0,21.0,0.0,0.0,"$25,000-49,999",Q1 2013,0.26,5000,Q1,2013
36,Completed,0.1463,0.1463,D,7,WA,Tradesman - Carpenter,Full-time,1993-11-15,4.0,19.0,1.0,6.0,"$50,000-74,999",Q2 2010,0.11,4000,Q2,2010
12,Completed,0.0827,0.0627,A,8,CA,Executive,Employed,1991-10-03,16.0,33.0,0.0,0.0,"$100,000+",Q4 2011,0.1,2854,Q4,2011
36,Completed,0.0799,0.0604,AA,10,NJ,Analyst,Employed,1994-10-31,7.0,35.0,0.0,0.0,"$100,000+",Q3 2011,0.05,15000,Q3,2011
36,Completed,0.2738,0.1263,E,5,IL,Other,Employed,1986-11-01,9.0,33.0,0.0,0.0,"$25,000-49,999",Q3 2012,0.24,4000,Q3,2012
36,Completed,0.0799,0.0799,AA,7,IL,Engineer - Electrical,Full-time,2001-04-06,6.0,10.0,0.0,0.0,"$50,000-74,999",Q4 2009,0.09,12500,Q4,2009
36,Completed,0.0739,0.0565,AA,9,MN,Analyst,Employed,1986-11-28,6.0,10.0,0.0,0.0,"$50,000-74,999",Q3 2012,0.08,6500,Q3,2012
36,Completed,0.057,0.057,AA,10,MI,Teacher,Employed,1997-04-01,16.0,52.0,0.0,0.0,"$50,000-74,999",Q3 2010,0.09,13000,Q3,2010
36,Chargedoff,0.2614,0.1239,E,8,NJ,Civil Service,Employed,1997-07-31,11.0,22.0,1.0,0.0,"$75,000-99,999",Q3 2012,0.13,4000,Q3,2012
36,Chargedoff,0.1463,0.1463,D,6,OK,Food Service,Full-time,1999-05-31,12.0,33.0,0.0,0.0,"$1-24,999",Q1 2010,0.14,1000,Q1,2010
36,Completed,0.0608,0.0608,A,9,WV,Executive,Full-time,1994-04-26,9.0,19.0,0.0,0.0,"$50,000-74,999",Q3 2010,0.15,1200,Q3,2010
36,Completed,0.1048,0.0718,A,10,NY,Food Service Management,Employed,2002-11-22,5.0,6.0,0.0,0.0,"$75,000-99,999",Q3 2012,0.13,7000,Q3,2012
60,Chargedoff,0.1715,0.112,B,8,MI,Teacher,Employed,2001-08-25,7.0,14.0,0.0,0.0,"$25,000-49,999",Q1 2012,0.2,15000,Q1,2012
36,Completed,0.18316,0.09066,D,4,CA,Other,Employed,1988-04-01,7.0,38.0,1.0,23.0,"$75,000-99,999",Q4 2013,0.17,15000,Q4,2013
36,Completed,0.2437,0.1357,D,7,IL,Accountant/CPA,Employed,1989-05-01,14.0,33.0,0.0,0.0,"$75,000-99,999",Q1 2011,0.23,3000,Q1,2011
36,Defaulted,0.2778,0.1698,D,7,UT,Computer Programmer,Full-time,1987-05-21,14.0,31.0,0.0,0.0,"$75,000-99,999",Q1 2011,0.37,7500,Q1,2011
36,FinalPaymentInProgress,0.2064,0.1039,D,2,CA,Other,Employed,2007-08-08,4.0,5.0,0.0,0.0,"$25,000-49,999",Q2 2013,0.32,4000,Q2,2013
36,Completed,0.1669,0.1074,B,8,TX,Scientist,Employed,1999-06-09,8.0,28.0,0.0,0.0,"$25,000-49,999",Q4 2011,0.38,15000,Q4,2011
36,Completed,0.0608,0.0608,A,9,TN,Other,Retired,1986-03-01,9.0,21.0,0.0,0.0,"$1-24,999",Q2 2010,0.28,4200,Q2,2010
36,Completed,0.2211,0.2211,D,6,MO,Clerical,Full-time,1990-08-07,17.0,50.0,0.0,0.0,"$50,000-74,999",Q3 2010,0.43,5700,Q3,2010
36,Completed,0.285,0.12,HR,5,NY,Engineer - Mechanical,Employed,1975-09-01,13.0,25.0,1.0,17.0,"$100,000+",Q4 2011,0.12,4000,Q4,2011
36,Completed,0.1937,0.1012,D,7,NY,Other,Employed,2004-08-26,13.0,25.0,0.0,4.0,"$50,000-74,999",Q1 2013,0.22,15000,Q1,2013
60,Completed,0.2875,0.1755,D,7,NH,Retail Management,Employed,1999-07-28,5.0,38.0,2.0,0.0,"$75,000-99,999",Q3 2011,0.23,7700,Q3,2011
36,Completed,0.15519,0.08529,C,5,CA,Professional,Employed,1990-12-18,6.0,24.0,0.0,21.0,"$75,000-99,999",Q4 2013,0.13,3400,Q4,2013
60,Past Due (1-15 days),0.2534,0.1534,D,5,GA,Analyst,Employed,2000-06-14,17.0,50.0,0.0,1.0,"$50,000-74,999",Q2 2011,0.25,15000,Q2,2011
36,Completed,0.0924,0.0924,HR,5,IN,Retail Management,Full-time,1990-05-02,6.0,10.0,1.0,6.0,"$50,000-74,999",Q1 2010,0.14,2000,Q1,2010
36,Completed,0.1669,0.1074,B,8,CT,Other,Employed,1986-02-01,11.0,33.0,0.0,5.0,"$100,000+",Q3 2011,0.07,10000,Q3,2011
36,Completed,0.2896,0.1246,HR,5,CA,Professional,Employed,1994-02-01,10.0,40.0,0.0,10.0,"$25,000-49,999",Q1 2012,0.42,4000,Q1,2012
36,Completed,0.0608,0.0608,A,9,CA,Professional,Full-time,1990-07-01,12.0,26.0,0.0,0.0,"$75,000-99,999",Q1 2010,0.24,6000,Q1,2010
36,Chargedoff,0.2243,0.1243,D,4,IL,Professional,Employed,1981-03-01,4.0,17.0,2.0,0.0,"$75,000-99,999",Q3 2011,0.08,2500,Q3,2011
12,Completed,0.1178,0.0568,C,5,AL,Other,Employed,1994-08-21,1.0,81.0,0.0,19.0,"$25,000-49,999",Q2 2012,0.19,3000,Q2,2012
36,Chargedoff,0.2896,0.1246,HR,2,DE,Other,Other,1980-04-01,24.0,50.0,0.0,0.0,"$25,000-49,999",Q1 2012,1.19,4000,Q1,2012
36,Chargedoff,0.1904,0.1014,C,6,CA,Other,Other,1991-06-01,6.0,27.0,2.0,3.0,"$25,000-49,999",Q1 2012,0.18,2000,Q1,2012
36,Chargedoff,-0.0251,-0.0251,HR,1,VA,Military Enlisted,Full-time,2001-08-05,9.0,34.0,7.0,16.0,"$25,000-49,999",Q1 2010,0.44,1800,Q1,2010
36,Completed,0.1346,0.0926,B,7,CA,Skilled Labor,Employed,1997-02-05,3.0,43.0,0.0,5.0,"$50,000-74,999",Q2 2012,0.18,8500,Q2,2012
36,Completed,0.1652,0.1652,E,6,GA,Tradesman - Electrician,Full-time,1996-10-01,8.0,28.0,0.0,0.0,"$50,000-74,999",Q4 2009,0.29,1500,Q4,2009
60,Chargedoff,0.1445,0.1115,A,8,MA,Other,Employed,1991-01-01,14.0,37.0,0.0,0.0,"$100,000+",Q2 2012,0.13,7000,Q2,2012
36,Chargedoff,0.2534,0.1414,D,7,OR,Food Service,Employed,1993-12-15,12.0,14.0,0.0,0.0,"$25,000-49,999",Q3 2011,0.48,7000,Q3,2011
36,Completed,0.1337,0.0838,B,5,NY,Civil Service,Employed,1999-08-18,8.0,21.0,0.0,0.0,"$50,000-74,999",Q2 2013,0.11,7000,Q2,2013
36,Completed,0.2896,0.1221,HR,4,TX,Fireman,Employed,2002-12-27,14.0,25.0,1.0,0.0,"$50,000-74,999",Q3 2012,0.37,2000,Q3,2012
36,Completed,0.0623,0.0623,A,9,VA,Analyst,Full-time,1992-01-29,12.0,53.0,0.0,0.0,"$75,000-99,999",Q1 2010,0.2,11500,Q1,2010
36,Completed,0.057,0.057,AA,10,IN,Sales - Commission,Employed,1997-07-28,7.0,15.0,0.0,0.0,"$75,000-99,999",Q3 2010,0.15,10000,Q3,2010
60,Completed,0.1739,0.119,B,5,TN,Laborer,Employed,1998-12-23,11.0,22.0,0.0,0.0,"$25,000-49,999",Q1 2013,0.16,6500,Q1,2013
36,Defaulted,0.2437,0.1317,D,6,MD,Principal,Employed,1991-07-01,19.0,43.0,0.0,0.0,"$100,000+",Q4 2011,0.18,3000,Q4,2011
60,Chargedoff,0.195,0.1385,B,8,OH,Postal Service,Employed,1996-07-09,11.0,27.0,0.0,5.0,"$50,000-74,999",Q2 2012,0.17,13000,Q2,2012
60,Past Due (91-120 days),0.2473,0.1248,E,4,FL,Military Enlisted,Employed,2007-09-02,8.0,9.0,0.0,0.0,"$75,000-99,999",Q2 2013,0.09,4000,Q2,2013
36,Completed,0.068,0.068,AA,9,TX,Administrative Assistant,Full-time,1990-05-01,9.0,26.0,0.0,0.0,"$25,000-49,999",Q3 2010,0.24,9000,Q3,2010
36,Completed,0.1369,0.1369,HR,6,NY,Other,Employed,1987-07-30,11.0,21.0,0.0,0.0,"$25,000-49,999",Q4 2010,0.24,2000,Q4,2010
36,Completed,0.1399,0.1399,HR,5,VA,Executive,Full-time,1991-02-22,21.0,59.0,0.0,2.0,"$100,000+",Q2 2010,0.2,2500,Q2,2010
36,Completed,0.2064,0.1039,D,4,CA,Fireman,Employed,1998-04-04,1.0,17.0,0.0,11.0,"$75,000-99,999",Q2 2013,0.02,3000,Q2,2013
36,Completed,0.2861,0.1561,E,6,NC,Teacher,Employed,1987-03-31,7.0,12.0,0.0,0.0,"$50,000-74,999",Q3 2011,0.27,4000,Q3,2011
36,Completed,0.2048,0.1123,D,6,FL,Other,Employed,2006-09-29,9.0,40.0,0.0,0.0,"$25,000-49,999",Q3 2012,0.18,7000,Q3,2012
36,Completed,0.2437,0.1357,D,6,TX,Other,Employed,1998-07-23,14.0,39.0,0.0,0.0,"$100,000+",Q1 2011,0.16,5000,Q1,2011
36,Completed,0.1299,0.1299,HR,5,MO,Scientist,Full-time,1999-08-19,9.0,31.0,1.0,29.0,"$75,000-99,999",Q2 2010,0.12,4000,Q2,2010
36,Completed,0.1292,0.0843,B,6,CA,Computer Programmer,Employed,1990-11-01,12.0,25.0,0.0,0.0,"$100,000+",Q3 2012,0.25,12880,Q3,2012
36,Completed,0.2064,0.1039,D,4,NJ,Construction,Employed,2005-06-20,12.0,14.0,0.0,0.0,"$50,000-74,999",Q1 2013,0.18,9000,Q1,2013
36,Completed,0.1252,0.0803,B,6,WI,Laborer,Employed,2000-09-28,4.0,37.0,0.0,14.0,"$25,000-49,999",Q4 2012,0.25,4000,Q4,2012
36,Completed,0.0862,0.0862,B,8,GA,Other,Full-time,1987-05-01,8.0,23.0,0.0,0.0,"$100,000+",Q2 2010,0.06,10000,Q2,2010
36,Completed,0.2896,0.1246,HR,2,CA,Other,Employed,2008-08-10,3.0,3.0,0.0,0.0,"$1-24,999",Q1 2012,0.29,4000,Q1,2012
60,Completed,0.1512,0.0963,B,7,IL,Other,Employed,2000-04-10,5.0,11.0,0.0,0.0,"$75,000-99,999",Q2 2013,0.18,25000,Q2,2013
36,Completed,0.0612,0.0612,HR,3,GA,Professional,Employed,1998-09-09,11.0,31.0,0.0,0.0,"$100,000+",Q3 2010,0.23,3000,Q3,2010
36,Completed,0.176,0.111,C,5,MT,Clerical,Full-time,1975-07-01,12.0,24.0,0.0,0.0,"$50,000-74,999",Q3 2012,0.39,2500,Q3,2012
60,Completed,0.1895,0.1246,C,8,HI,Other,Employed,1999-11-16,6.0,17.0,0.0,1.0,"$25,000-49,999",Q4 2012,0.21,5000,Q4,2012
60,Defaulted,0.2312,0.1422,C,7,OH,Other,Employed,1989-04-07,12.0,51.0,0.0,0.0,"$50,000-74,999",Q1 2012,0.46,15000,Q1,2012
36,Past Due (16-30 days),0.276,0.1185,HR,3,OH,Teacher,Employed,2000-07-25,12.0,35.0,0.0,0.0,"$25,000-49,999",Q3 2013,0.69,4000,Q3,2013
12,Completed,0.0827,0.0567,A,8,FL,Professor,Full-time,1997-09-29,4.0,27.0,0.0,0.0,"$25,000-49,999",Q3 2011,0.18,2000,Q3,2011
36,Completed,0.06,0.06,AA,8,CA,Other,Full-time,1992-06-01,12.0,35.0,0.0,0.0,"$100,000+",Q3 2009,0.14,6000,Q3,2009
60,Chargedoff,0.1895,0.1246,C,8,NY,Sales - Retail,Employed,2007-01-04,7.0,10.0,0.0,0.0,"$50,000-74,999",Q4 2012,0.16,9500,Q4,2012
60,Completed,0.2015,0.142,B,8,TX,Accountant/CPA,Employed,1988-05-01,6.0,23.0,0.0,11.0,"$100,000+",Q4 2011,0.14,15000,Q4,2011
36,Completed,0.1196,0.1196,C,9,WI,Administrative Assistant,Full-time,2002-06-27,7.0,11.0,1.0,7.0,"$25,000-49,999",Q1 2010,0.13,2100,Q1,2010
60,Defaulted,0.205,0.144,C,6,NJ,Principal,Employed,1995-12-01,16.0,36.0,0.0,0.0,"$75,000-99,999",Q3 2011,0.2,15000,Q3,2011
36,Completed,0.1773,0.1773,E,6,CA,Computer Programmer,Full-time,1995-09-01,14.0,33.0,0.0,0.0,"$50,000-74,999",Q4 2009,0.17,5000,Q4,2009
36,Completed,0.0796,0.0796,B,9,NY,Analyst,Employed,1999-11-09,8.0,13.0,0.0,0.0,"$75,000-99,999",Q4 2010,0.13,7500,Q4,2010
36,Completed,0.1051,0.0671,A,9,IL,Civil Service,Employed,1971-05-01,8.0,42.0,0.0,0.0,"$50,000-74,999",Q4 2011,0.16,7000,Q4,2011
36,Completed,0.2896,0.1246,HR,2,NM,Other,Other,1996-07-06,8.0,29.0,1.0,0.0,"$50,000-74,999",Q1 2012,0.21,4000,Q1,2012
36,Completed,0.2738,0.1263,E,5,NJ,Postal Service,Employed,1992-11-24,2.0,35.0,0.0,45.0,"$25,000-49,999",Q3 2012,0.19,4000,Q3,2012
